AnnualIncome,TotalDebt,Age,PaymentHistory,Creditworthy
60621.630150328856,2967.9914461085555,30,2,1
64350.53475191876,4579.55587756897,56,2,1
38210.158092380756,10127.970788050729,45,2,0
30031.50569663333,11480.786821834909,59,2,1
22456.919403450553,7300.039338025427,23,1,0
57619.86990368816,2038.8333575010547,20,2,1
33449.50090739189,10438.791725258117,52,0,0
20000.0,16814.266201139715,35,2,0
55828.67906796446,20950.294658355648,28,2,0
87394.99276149186,9425.769468916787,37,0,0
49908.9363269016,10870.02177856566,22,1,1
62577.36161677463,5733.016911526893,36,2,1
51227.440378213476,14685.608296252236,39,2,0
48516.65520213286,6515.713658091854,36,0,1
63786.14724481653,20731.278132412,64,0,0
45645.88183717023,0.0,33,1,1
54010.88471107854,11403.703275475376,41,2,1
54825.467092940205,18011.07339191742,58,0,0
39978.64319535427,16838.345163225044,21,2,0
64880.635243047844,41930.33663980497,32,0,0
47375.60364956887,18498.000245679075,42,2,0
38663.82260760733,4959.454031579897,61,1,0
58047.64765355605,14045.35752910927,52,2,1
36522.98027313444,0.0,31,1,0
50422.717360536924,14194.002507032392,66,2,1
49863.21505033695,6669.439429992413,36,1,0
66288.43348747367,24153.902755601615,55,2,1
57120.47349319929,9504.597254044651,53,2,1
49624.595618822845,13832.340842047533,24,0,0
62266.494488004304,8644.421585955966,47,2,1
70853.1132352597,32388.513518533313,36,2,0
58367.154595277934,11787.572338820883,66,0,1
50155.28929765071,33325.57043479202,42,1,0
30322.456514747606,23141.517621182666,33,0,0
34023.29505386941,19820.66727335386,64,2,0
45421.629434679984,18687.331473175196,57,2,1
40857.31696761075,18937.972982162515,68,0,0
47195.43045521831,0.0,25,2,1
50849.74887345661,12211.166058492436,35,2,1
57945.391315350964,23451.579711843217,45,2,1
48942.518329113635,14511.028165258944,33,2,1
57297.52465739303,948.1015319642502,69,2,1
50967.1162221518,14475.955494225305,36,2,1
20368.00150469193,32041.055162554912,59,1,0
35909.96909271869,27468.917155347197,34,2,0
47838.686664175766,14379.959906339682,62,1,1
31854.578857383385,24514.492770580866,30,1,0
58998.93094994307,11334.929796319482,24,1,0
72961.26248515546,0.0,44,2,1
68281.42777545974,5755.3401187044565,27,2,1
46798.35693604688,30628.88768508198,51,1,0
72360.89205274929,12260.069181706958,53,1,1
52230.01185803167,12566.160206249819,42,1,0
44943.71043322941,12001.618037251195,23,2,1
40798.960046885906,34041.365895730065,41,1,0
45462.95470267808,31259.589153620633,35,2,0
44177.34772188157,37187.80233448134,40,1,0
52556.243335632316,13409.547895999487,23,1,1
52408.60971574797,17956.24488747095,46,0,0
50045.69030230122,0.0,42,1,1
56554.072546195246,29769.344261182745,34,2,1
67859.69412179512,3322.2044873206505,63,1,1
64243.312031619855,17167.75563762629,41,0,0
27726.53047325145,4026.9747236715593,28,1,0
20000.0,9111.331732613038,43,1,1
64014.79866858911,6627.3756895029965,68,0,1
29496.819523768685,8921.247393241822,51,1,0
46628.518971609745,9608.772968510213,45,2,1
32448.304609109608,9517.31205074923,20,2,1
22970.293436299704,23333.339117803072,28,1,0
58121.94092307182,3951.3720693747982,55,1,1
61387.327404539705,17205.41427013867,31,2,1
41352.34398909921,27179.591523055584,68,1,0
20000.0,9868.036354866039,43,1,0
41806.33327621276,7820.811092523982,65,1,1
55877.060081038195,12694.753748197492,38,1,1
27816.32646838807,26797.2520836071,56,2,1
52750.39879668733,16941.07630953358,47,1,1
49770.35226240507,9687.857053924015,25,2,0
58689.37249401632,19838.766511880396,68,0,1
51793.705526212296,3977.0785016357677,37,1,1
35403.96588677667,21813.595104429478,65,2,0
67948.57252496737,19086.073077017674,49,1,1
47622.05640459545,11921.915288611159,39,2,1
49590.43190735102,6614.14201552769,24,1,1
36000.98061390206,6133.190777165428,26,2,0
43350.766232127346,20348.1733634591,62,0,0
36727.95928959649,27289.80502489062,18,2,0
47405.809101148654,8626.922529712052,46,0,0
75675.62720213515,19583.867035514842,25,2,1
29421.482856029656,0.0,21,1,1
25796.579031848883,9153.822693428005,52,2,1
72067.55491240413,14689.41067129098,20,1,0
46860.14484272201,5903.165830181664,62,2,1
39963.908920101254,5634.93625210404,57,0,0
65598.57031094114,8322.204435311138,24,0,0
40915.766903947035,17921.927283263733,44,1,1
77390.14570320403,13126.709815936254,18,0,0
60168.88807008904,0.0,44,0,1
42681.32887781446,0.0,33,2,1
82359.62319898256,8931.348221428245,55,2,1
40914.27615494993,19576.86586053552,24,1,0
61131.430580139604,0.0,61,2,1
54489.38870609738,10002.698238483694,40,2,1
69526.11934098197,9737.521434825789,58,1,1
73422.66795090279,28883.377782084477,28,2,0
50480.0622359865,11149.781882871364,59,2,1
38698.73194480725,18829.889847409286,50,2,0
56899.582144086744,16412.571400874633,67,1,1
39834.26945371841,0.0,53,2,1
80200.80871289935,22682.07216631737,54,0,1
52048.02996624106,17153.96505456288,58,0,1
44520.17673031837,20082.686396745896,34,0,0
52770.204587973625,54262.37706436327,52,2,0
29793.10565705455,0.0,65,2,1
35425.789422340225,32246.966497611083,22,2,0
68006.20861916638,12125.524805996443,65,2,1
40146.58581542906,17873.289044030094,49,1,0
34296.3352597709,14544.877546987578,20,0,0
58049.79128790929,10757.636666019564,69,1,1
67785.56231994496,9301.670717612413,64,1,1
60784.299659976,18295.08735573009,52,2,1
64940.715287087245,0.0,69,2,1
38648.073671458085,22505.791675217657,31,0,0
28672.839998872343,10838.05595114746,65,0,1
72520.0047793323,3699.3066095964223,48,0,1
45159.802417367966,10499.871420041862,48,1,1
46237.50475317429,27571.49216862573,34,2,0
69922.91212773586,9646.64912983777,41,2,1
58343.4501410099,18584.536182096203,69,2,1
56838.31658122411,7690.437242845267,40,1,1
82475.03517351625,22579.218499236194,35,1,1
40347.22654429785,21855.07738790204,67,0,0
63917.60192121856,33486.088332964115,31,2,0
50855.19687345627,13244.360545007845,67,2,1
54028.88418294885,21686.54804757907,32,0,0
72927.02639618798,15980.675395389446,32,2,1
57617.53634434436,27958.717818630143,23,1,0
58074.441185744494,7811.676123912696,44,2,1
66087.61005964704,22450.05312877281,32,2,0
44525.70905685672,13053.027038833183,67,2,1
37411.85498991491,14358.118228915022,53,2,1
34327.862089684495,15917.524844483729,25,0,0
20504.65115935997,17522.403964266774,32,0,0
80843.10694910484,13837.709568780418,20,0,0
33451.87451417475,17147.131831705265,64,0,0
46681.19564621342,30781.180575621845,30,2,0
45847.80050166619,24854.496856152182,58,2,1
54611.10046713651,23691.545924968967,51,0,0
62236.05818808945,10444.604739761293,41,2,1
62907.10232539618,6107.591717716758,57,0,1
41253.83842146592,24553.00558237753,49,1,0
47493.174293203825,23760.46792529794,49,1,0
54238.69925732449,29726.70675750982,47,1,0
46269.633107246795,8960.193740307705,69,1,1
74110.18364029989,12704.51344639653,66,1,1
57364.62427457377,0.0,30,1,0
61023.16679074726,11075.28893939127,18,2,0
59943.21903001119,24965.70510579447,51,0,1
67602.10786227987,10335.04620771802,32,0,0
52715.3233805556,21404.797952008237,61,0,0
30547.5207806623,13094.968940021887,31,2,1
55995.31927628962,18240.570282215605,46,0,0
40229.64659312257,3523.086101843326,51,2,1
42070.74977375365,15852.09449633901,35,2,1
58795.4602813264,0.0,24,2,1
68574.24607150453,13131.03841838015,46,2,1
50319.073651040926,0.0,48,0,0
54632.49518898446,27059.94516546816,42,0,0
75533.22416952858,22774.073527645112,55,1,1
53611.297692328524,19666.70981966081,31,2,0
89025.24671270592,30210.0622715938,25,1,0
58482.64468447316,5510.834791751628,44,0,1
23588.558612662735,32473.631979155583,19,2,0
61300.12431656799,24321.915642603846,34,0,0
55717.37577324166,12634.44712781054,54,2,0
69346.29131124119,26356.20147182944,31,2,0
60097.72026904937,3937.064875883658,42,1,1
47923.16024024339,6754.858384723264,47,0,0
31635.526455659514,8914.102767602995,46,0,0
46864.65114070962,9710.222919359847,37,2,1
37242.1931868605,4434.4235723974725,38,2,1
41292.14825292916,27230.830670953248,39,2,0
58828.67606630914,12411.455996301684,52,2,1
75048.56756527109,18525.049683568795,54,2,1
55920.07294734471,9296.486335863196,33,0,0
32061.754069472234,0.0,67,1,1
56669.040023302114,17700.57358391422,66,2,1
67949.47229968477,0.0,60,1,1
40853.25643520927,14313.659539145314,34,0,0
47989.742499906235,1316.8496116718961,33,2,1
50220.32292093796,34872.759992308085,19,1,0
38226.5253037664,24113.627221747218,21,2,0
59724.20650765789,16057.537912714804,38,2,1
48185.77777088327,27637.066776546686,56,0,0
56292.98665860542,6536.840225342641,51,2,1
36687.6173329685,20434.79378670093,47,1,0
43438.125495148844,16998.104337187135,23,1,0
60835.72036741657,17640.200813336698,34,1,0
44407.502718623495,27723.535001067678,56,0,0
75904.45776850107,22324.921027798024,42,1,0
44005.45721578097,17887.236628250233,22,0,0
53370.27088627829,0.0,22,1,0
63988.86247809635,5399.537047205362,37,1,1
28724.514006004523,13772.910664042758,33,2,0
23587.86782028836,15933.723742766513,68,2,0
27115.15528144858,3697.962753260761,58,0,1
68938.76155140773,39116.76675578421,54,1,0
41722.127811613296,30163.94055253573,57,1,0
88372.98928502378,21021.183203924833,26,0,0
41536.286020139174,15720.368612837448,22,2,0
52768.269547955555,12877.910300988484,59,2,1
73131.64928851814,5480.815399777644,19,0,1
80091.39332238684,15774.805185188625,26,1,1
80922.55364954597,17577.525401427505,60,0,1
68125.49345889714,2582.3942451837574,53,2,1
65360.93788717194,18341.764172448973,39,0,0
58887.90423801775,13447.409511752512,39,2,1
